,TIME,ADM_NM,TOTAL,population,GENDER,AGE
0,0,청운효자동,14028.78,315.711,M,10
1,0,사직동,11112.31,102.61,M,10
2,0,삼청동,3909.778,55.232,M,10
3,0,부암동,12304.509,301.622,M,10
4,0,평창동,19091.279,454.05,M,10
5,0,무악동,6324.853,105.117,M,10
6,0,교남동,7669.565,119.657,M,10
7,0,가회동,3552.127,40.541,M,10
8,0,종로1·2·3·4가동,27332.168,136.838,M,10
9,0,종로5·6가동,7558.554,30.115,M,10
10,0,이화동,17617.576,132.877,M,10
11,0,혜화동,28851.167,335.903,M,10
12,0,창신1동,7759.781,45.035,M,10
13,0,창신2동,8284.819,99.033,M,10
14,0,창신3동,6426.531,90.593,M,10
15,0,숭인1동,7724.153,104.764,M,10
16,0,숭인2동,10941.029,95.955,M,10
17,0,소공동,6175.368,44.904,M,10
18,0,회현동,7905.695,81.424,M,10
19,0,명동,10139.994,128.456,M,10
20,0,필동,7921.319,85.371,M,10
21,0,장충동,8119.995,47.969,M,10
22,0,광희동,15449.208,84.986,M,10
23,0,을지로동,7194.145,86.29,M,10
24,0,신당동,21705.29,75.599,M,10
25,0,다산동,14031.468,195.143,M,10
26,0,약수동,13556.424,148.203,M,10
27,0,청구동,11382.288,163.64,M,10
28,0,신당5동,5973.082,75.598,M,10
29,0,동화동,12694.003,216.231,M,10
30,0,황학동,13611.356,131.375,M,10
31,0,중림동,7095.475,58.616,M,10
32,0,후암동,14426.347,341.038,M,10
33,0,용산2가동,11452.036,130.727,M,10
34,0,남영동,7820.982,57.305,M,10
35,0,청파동,21731.208,228.723,M,10
36,0,원효로1동,18715.834,224.191,M,10
37,0,원효로2동,16007.763,291.101,M,10
38,0,효창동,9738.323,163.537,M,10
39,0,용문동,9193.047,144.015,M,10
40,0,한강로동,33660.802,371.491,M,10
41,0,이촌1동,24425.872,710.496,M,10
42,0,이촌2동,6913.867,84.21,M,10
43,0,이태원1동,12850.69,75.942,M,10
44,0,이태원2동,11289.8,115.489,M,10
45,0,한남동,20073.074,251.118,M,10
46,0,서빙고동,12633.114,359.88,M,10
47,0,보광동,7633.373,110.302,M,10
48,0,왕십리2동,16155.194,226.607,M,10
49,0,왕십리도선동,31099.82,440.682,M,10
50,0,마장동,19475.335,238.525,M,10
51,0,사근동,20939.666,122.801,M,10
52,0,행당1동,26175.711,488.921,M,10
53,0,행당2동,21657.349,390.48,M,10
54,0,응봉동,12681.126,234.069,M,10
55,0,금호1가동,14327.195,352.587,M,10
56,0,금호2·3가동,21831.26,312.467,M,10
57,0,금호4가동,11046.371,177.93,M,10
58,0,옥수동,27382.841,501.573,M,10
59,0,성수1가1동,14136.868,196.165,M,10
60,0,성수1가2동,15312.074,202.266,M,10
61,0,성수2가1동,17560.503,205.867,M,10
62,0,성수2가3동,24402.621,250.937,M,10
63,0,송정동,10720.056,105.654,M,10
64,0,용답동,16665.103,155.425,M,10
65,0,화양동,38192.35,123.464,M,10
66,0,군자동,23032.318,239.951,M,10
67,0,중곡1동,15434.047,209.962,M,10
68,0,중곡2동,20459.235,304.463,M,10
69,0,중곡3동,14993.119,217.926,M,10
70,0,중곡4동,25599.285,363.788,M,10
71,0,능동,12225.147,141.759,M,10
72,0,광장동,35659.111,1481.342,M,10
73,0,자양1동,25431.926,360.227,M,10
74,0,자양2동,23883.21,436.345,M,10
75,0,자양3동,26149.965,483.938,M,10
76,0,자양4동,25226.032,219.51,M,10
77,0,구의1동,24468.413,319.134,M,10
78,0,구의2동,21042.463,412.228,M,10
79,0,구의3동,25250.079,552.808,M,10
80,0,용신동,36592.98,375.794,M,10
81,0,제기동,30040.484,325.329,M,10
82,0,전농1동,33867.128,568.388,M,10
83,0,전농2동,14705.363,307.175,M,10
84,0,답십리1동,25843.309,432.342,M,10
85,0,답십리2동,23195.117,440.495,M,10
86,0,장안1동,35526.398,546.343,M,10
87,0,장안2동,29170.804,694.34,M,10
88,0,청량리동,17428.602,192.016,M,10
89,0,회기동,18090.927,170.855,M,10
90,0,휘경1동,16046.454,121.464,M,10
91,0,휘경2동,20189.185,237.904,M,10
92,0,이문1동,28542.959,263.381,M,10
93,0,이문2동,14873.799,281.639,M,10
94,0,면목2동,21485.928,384.729,M,10
95,0,면목4동,16633.049,302.338,M,10
96,0,면목5동,12473.452,215.792,M,10
97,0,면목본동,30179.142,329.627,M,10
98,0,면목7동,17414.626,298.32,M,10
99,0,면목3·8동,20402.313,223.657,M,10
100,0,상봉1동,15675.993,316.244,M,10
101,0,상봉2동,24271.232,172.692,M,10
102,0,중화1동,18370.674,296.413,M,10
103,0,중화2동,25411.119,346.406,M,10
104,0,묵1동,27550.588,542.826,M,10
105,0,묵2동,18638.014,305.253,M,10
106,0,망우본동,41164.905,790.946,M,10
107,0,망우3동,12751.024,186.26,M,10
108,0,신내1동,35639.427,916.401,M,10
109,0,신내2동,16072.523,295.929,M,10
110,0,성북동,20466.562,362.546,M,10
111,0,삼선동,24491.655,365.307,M,10
112,0,동선동,22913.086,261.788,M,10
113,0,돈암1동,12130.411,222.278,M,10
114,0,돈암2동,17070.972,410.611,M,10
115,0,안암동,23893.776,153.282,M,10
116,0,보문동,16767.893,211.956,M,10
117,0,정릉1동,13642.829,350.013,M,10
118,0,정릉2동,21023.444,467.44,M,10
119,0,정릉3동,15709.167,147.548,M,10
120,0,정릉4동,20304.724,467.75,M,10
121,0,길음1동,40696.419,1463.433,M,10
122,0,길음2동,18823.792,516.644,M,10
123,0,종암동,41869.266,907.683,M,10
124,0,월곡1동,31886.821,917.715,M,10
125,0,월곡2동,21001.506,416.148,M,10
126,0,장위1동,22719.013,565.204,M,10
127,0,장위2동,14716.287,261.538,M,10
128,0,장위3동,10105.662,202.872,M,10
129,0,석관동,28675.804,459.862,M,10
130,0,삼양동,25627.161,541.877,M,10
131,0,미아동,21223.999,217.566,M,10
132,0,송중동,33497.392,579.309,M,10
133,0,송천동,22642.418,385.063,M,10
134,0,삼각산동,22743.643,771.358,M,10
135,0,번1동,17443.514,186.363,M,10
136,0,번2동,12054.384,208.917,M,10
137,0,번3동,15348.117,273.537,M,10
138,0,수유1동,17385.062,288.007,M,10
139,0,수유2동,17953.232,297.833,M,10
140,0,수유3동,25244.88,214.372,M,10
141,0,우이동,18674.816,328.004,M,10
142,0,인수동,28869.122,555.268,M,10
143,0,창1동,21010.654,407.38,M,10
144,0,창2동,38607.366,675.516,M,10
145,0,창3동,11084.938,230.465,M,10
146,0,창4동,28819.546,602.684,M,10
147,0,창5동,16265.395,250.521,M,10
148,0,도봉1동,17318.192,295.024,M,10
149,0,도봉2동,19495.8,340.246,M,10
150,0,쌍문1동,17140.195,325.584,M,10
151,0,쌍문2동,18126.863,280.11,M,10
152,0,쌍문3동,16176.159,231.469,M,10
153,0,쌍문4동,12224.167,355.101,M,10
154,0,방학1동,21425.49,340.25,M,10
155,0,방학2동,10827.906,211.491,M,10
156,0,방학3동,24658.759,758.279,M,10
157,0,월계1동,20015.919,328.744,M,10
158,0,월계2동,20476.671,303.054,M,10
159,0,월계3동,25903.409,540.877,M,10
160,0,공릉1동,40383.819,562.888,M,10
161,0,공릉2동,49065.755,1181.965,M,10
162,0,하계1동,25499.895,580.695,M,10
163,0,하계2동,16171.394,451.44,M,10
164,0,중계본동,18588.817,842.79,M,10
165,0,중계1동,29030.353,1493.105,M,10
166,0,중계4동,15517.417,358.938,M,10
167,0,중계2·3동,29760.84,592.389,M,10
168,0,상계1동,36492.365,676.465,M,10
169,0,상계2동,25136.51,523.27,M,10
170,0,상계3·4동,23116.489,486.836,M,10
171,0,상계5동,15987.012,272.347,M,10
172,0,상계6·7동,44102.416,862.498,M,10
173,0,상계8동,20861.613,461.19,M,10
174,0,상계9동,18089.767,441.657,M,10
175,0,상계10동,11478.758,188.123,M,10
176,0,녹번동,33643.227,467.341,M,10
177,0,불광1동,30825.708,579.854,M,10
178,0,불광2동,22453.477,337.629,M,10
179,0,갈현1동,16452.888,266.453,M,10
180,0,갈현2동,23731.611,416.33,M,10
181,0,구산동,29065.044,564.572,M,10
182,0,대조동,60649.328,1066.514,M,10
183,0,응암1동,23948.771,502.124,M,10
184,0,응암2동,18096.271,522.107,M,10
185,0,응암3동,25448.636,409.654,M,10
186,0,역촌동,43147.904,745.978,M,10
187,0,신사1동,25274.061,419.536,M,10
188,0,신사2동,16293.538,332.92,M,10
189,0,증산동,13452.989,194.036,M,10
190,0,수색동,15900.109,314.404,M,10
191,0,진관동,56271.5,1736.165,M,10
192,0,천연동,14957.163,281.839,M,10
193,0,북아현동,45699.922,710.564,M,10
194,0,충현동,28751.987,369.091,M,10
195,0,신촌동,45013.125,182.189,M,10
196,0,연희동,40170.084,573.094,M,10
197,0,홍제1동,26030.204,428.332,M,10
198,0,홍제3동,16412.134,204.009,M,10
199,0,홍제2동,11179.569,163.596,M,10
200,0,홍은1동,15318.541,288.48,M,10
201,0,홍은2동,24084.618,415.33,M,10
202,0,남가좌1동,8522.221,208.098,M,10
203,0,남가좌2동,21912.723,414.917,M,10
204,0,북가좌1동,15093.922,405.975,M,10
205,0,북가좌2동,30534.22,515.095,M,10
206,0,아현동,25840.168,363.378,M,10
207,0,공덕동,38142.715,676.738,M,10
208,0,도화동,14878.73,222.456,M,10
209,0,용강동,24417.666,571.492,M,10
210,0,대흥동,17942.73,208.921,M,10
211,0,염리동,19145.055,471.37,M,10
212,0,신수동,16954.085,310.233,M,10
213,0,서강동,27455.999,407.413,M,10
214,0,서교동,51581.505,189.666,M,10
215,0,합정동,15716.941,96.947,M,10
216,0,망원1동,21286.12,256.083,M,10
217,0,망원2동,17062.538,278.638,M,10
218,0,연남동,17200.326,158.404,M,10
219,0,성산1동,20786.884,329.603,M,10
220,0,성산2동,35709.205,645.901,M,10
221,0,상암동,37281.937,978.904,M,10
222,0,목1동,30251.956,1409.053,M,10
223,0,목2동,25536.922,514.304,M,10
224,0,목3동,18466.813,349.275,M,10
225,0,목4동,19705.002,566.097,M,10
226,0,목5동,42392.934,2219.624,M,10
227,0,신월1동,16079.442,293.202,M,10
228,0,신월2동,12013.768,289.283,M,10
229,0,신월3동,12990.011,212.247,M,10
230,0,신월4동,13913.797,380.877,M,10
231,0,신월5동,11064.065,245.377,M,10
232,0,신월6동,3240.841,58.135,M,10
233,0,신월7동,14912.728,306.377,M,10
234,0,신정1동,14915.421,604.319,M,10
235,0,신정2동,15772.625,688.085,M,10
236,0,신정3동,44066.897,1089.603,M,10
237,0,신정4동,37078.948,717.935,M,10
238,0,신정6동,20150.995,767.524,M,10
239,0,신정7동,22108.033,814.206,M,10
240,0,염창동,32638.978,975.104,M,10
241,0,등촌1동,23379.763,268.673,M,10
242,0,등촌2동,17895.006,343.163,M,10
243,0,등촌3동,37009.848,629.482,M,10
244,0,화곡1동,49428.137,544.917,M,10
245,0,화곡2동,14627.885,282.629,M,10
246,0,화곡3동,19032.824,356.335,M,10
247,0,화곡4동,17619.553,377.408,M,10
248,0,화곡본동,32209.018,603.025,M,10
249,0,화곡6동,22908.376,255.308,M,10
250,0,화곡8동,41069.733,1081.718,M,10
251,0,가양1동,30932.693,391.529,M,10
252,0,가양2동,13874.583,126.149,M,10
253,0,가양3동,12331.151,79.482,M,10
254,0,발산1동,33682.272,914.418,M,10
255,0,우장산동,31647.963,797.569,M,10
256,0,공항동,32360.297,701.593,M,10
257,0,방화1동,34813.834,805.249,M,10
258,0,방화2동,23420.848,251.711,M,10
259,0,방화3동,14827.08,261.967,M,10
260,0,신도림동,31442.097,739.598,M,10
261,0,구로1동,18076.226,442.935,M,10
262,0,구로2동,30912.228,400.342,M,10
263,0,구로3동,27453.665,280.697,M,10
264,0,구로4동,18791.498,196.605,M,10
265,0,구로5동,29896.223,365.177,M,10
266,0,가리봉동,10137.496,39.821,M,10
267,0,고척1동,23488.682,354.446,M,10
268,0,고척2동,18813.132,429.053,M,10
269,0,개봉1동,30043.975,475.027,M,10
270,0,개봉2동,25482.924,346.632,M,10
271,0,개봉3동,20314.552,376.551,M,10
272,0,오류1동,20754.925,239.308,M,10
273,0,오류2동,53712.789,1450.819,M,10
274,0,수궁동,21374.572,394.686,M,10
275,0,가산동,39087.092,198.548,M,10
276,0,독산1동,41220.06,512.039,M,10
277,0,독산2동,14570.949,210.118,M,10
278,0,독산3동,16499.326,218.174,M,10
279,0,독산4동,12862.055,147.383,M,10
280,0,시흥1동,26650.249,441.991,M,10
281,0,시흥2동,16239.182,406.987,M,10
282,0,시흥3동,8690.966,152.627,M,10
283,0,시흥4동,11856.414,260.128,M,10
284,0,시흥5동,11729.553,192.004,M,10
285,0,영등포본동,19178.335,204.624,M,10
286,0,영등포동,35369.586,282.062,M,10
287,0,여의동,51507.232,863.612,M,10
288,0,당산1동,22823.418,260.064,M,10
289,0,당산2동,41882.541,591.36,M,10
290,0,도림동,17577.451,192.006,M,10
291,0,문래동,31392.125,656.154,M,10
292,0,양평1동,19218.917,261.128,M,10
293,0,양평2동,22419.748,312.92,M,10
294,0,신길1동,19759.762,224.637,M,10
295,0,신길3동,15221.098,253.906,M,10
296,0,신길4동,7550.544,106.812,M,10
297,0,신길5동,9485.813,197.976,M,10
298,0,신길6동,23623.734,415.235,M,10
299,0,신길7동,16880.213,350.739,M,10
300,0,대림1동,14279.546,167.937,M,10
301,0,대림2동,17607.201,154.229,M,10
302,0,대림3동,23974.068,223.345,M,10
303,0,노량진1동,33047.987,340.344,M,10
304,0,노량진2동,13992.15,107.376,M,10
305,0,상도1동,50759.399,701.765,M,10
306,0,상도2동,20312.883,347.478,M,10
307,0,상도3동,19549.967,301.014,M,10
308,0,상도4동,24997.464,350.234,M,10
309,0,흑석동,31592.522,590.489,M,10
310,0,사당1동,22874.48,218.445,M,10
311,0,사당2동,32261.493,563.724,M,10
312,0,사당3동,21187.104,400.144,M,10
313,0,사당4동,15256.747,178.913,M,10
314,0,사당5동,12239.847,212.163,M,10
315,0,대방동,42410.471,894.494,M,10
316,0,신대방1동,21938.845,391.972,M,10
317,0,신대방2동,21880.047,367.989,M,10
318,0,보라매동,17316.454,168.942,M,10
319,0,청림동,13965.986,215.486,M,10
320,0,성현동,23740.581,559.095,M,10
321,0,행운동,26374.614,292.482,M,10
322,0,낙성대동,24913.687,198.513,M,10
323,0,청룡동,43606.337,310.832,M,10
324,0,은천동,29836.823,519.998,M,10
325,0,중앙동,15018.051,92.277,M,10
326,0,인헌동,26898.337,243.927,M,10
327,0,남현동,22294.058,240.181,M,10
328,0,서원동,23641.481,106.173,M,10
329,0,신원동,17989.897,169.679,M,10
330,0,서림동,20496.773,215.921,M,10
331,0,신사동,23159.57,201.097,M,10
332,0,신림동,28276.394,74.04,M,10
333,0,난향동,12115.575,324.676,M,10
334,0,조원동,28979.481,201.759,M,10
335,0,대학동,28717.962,170.931,M,10
336,0,삼성동,21144.891,230.021,M,10
337,0,미성동,22698.39,362.146,M,10
338,0,난곡동,19117.987,257.956,M,10
339,0,서초1동,25069.145,512.172,M,10
340,0,서초2동,30658.331,623.908,M,10
341,0,서초3동,43500.476,794.126,M,10
342,0,서초4동,33340.845,1171.723,M,10
343,0,잠원동,27966.425,767.08,M,10
344,0,반포본동,3316.563,137.852,M,10
345,0,반포1동,29080.516,750.463,M,10
346,0,반포2동,24465.786,982.878,M,10
347,0,반포3동,23471.335,951.316,M,10
348,0,반포4동,32038.04,1115.584,M,10
349,0,방배본동,18343.109,524.192,M,10
350,0,방배1동,16615.872,387.337,M,10
351,0,방배2동,15410.211,221.143,M,10
352,0,방배3동,24469.578,489.06,M,10
353,0,방배4동,24763.626,553.788,M,10
354,0,양재1동,45355.423,1176.534,M,10
355,0,양재2동,26668.871,367.45,M,10
356,0,내곡동,21571.799,504.956,M,10
357,0,신사동,22337.608,475.876,M,10
358,0,논현1동,31514.278,189.857,M,10
359,0,논현2동,34580.425,517.795,M,10
360,0,압구정동,29804.935,623.284,M,10
361,0,청담동,29464.513,531.461,M,10
362,0,삼성1동,17021.207,288.792,M,10
363,0,삼성2동,34012.126,946.334,M,10
364,0,대치1동,24496.086,1570.373,M,10
365,0,대치2동,37579.729,2061.651,M,10
366,0,대치4동,28295.849,855.909,M,10
367,0,역삼1동,61725.876,267.877,M,10
368,0,역삼2동,46944.153,1624.97,M,10
369,0,도곡1동,39982.058,1159.869,M,10
370,0,도곡2동,27659.393,1029.914,M,10
371,0,개포1동,29226.915,1184.557,M,10
372,0,개포2동,34109.686,1222.238,M,10
373,0,개포4동,16842.044,339.599,M,10
374,0,세곡동,51785.262,1497.041,M,10
375,0,일원본동,24794.15,1127.194,M,10
376,0,일원1동,13484.775,209.127,M,10
377,0,개포3동,19372.613,656.669,M,10
378,0,수서동,18476.18,187.309,M,10
379,0,풍납1동,14842.425,267.233,M,10
380,0,풍납2동,27974.26,598.276,M,10
381,0,거여1동,12447.971,246.875,M,10
382,0,거여2동,19579.304,401.303,M,10
383,0,마천1동,11707.829,293.288,M,10
384,0,마천2동,14569.095,287.564,M,10
385,0,방이1동,15093.609,368.583,M,10
386,0,방이2동,34583.316,331.862,M,10
387,0,오륜동,15875.553,523.402,M,10
388,0,오금동,37453.815,852.344,M,10
389,0,송파1동,26400.439,308.679,M,10
390,0,송파2동,18208.424,473.879,M,10
391,0,석촌동,28787.113,401.911,M,10
392,0,삼전동,30492.444,483.855,M,10
393,0,가락본동,38752.974,597.23,M,10
394,0,가락1동,33031.147,727.956,M,10
395,0,가락2동,25665.742,583.096,M,10
396,0,문정1동,24329.054,411.506,M,10
397,0,문정2동,30087.177,269.959,M,10
398,0,장지동,32025.624,736.881,M,10
399,0,위례동,49846.126,1650.115,M,10
400,0,잠실본동,35131.359,543.273,M,10
401,0,잠실2동,34586.883,1560.527,M,10
402,0,잠실3동,36945.629,988.964,M,10
403,0,잠실4동,24667.496,705.365,M,10
404,0,잠실6동,21727.881,476.121,M,10
405,0,잠실7동,10047.531,179.296,M,10
406,0,강일동,52259.298,1693.576,M,10
407,0,상일동,44544.355,1720.253,M,10
408,0,명일1동,25074.488,706.858,M,10
409,0,명일2동,14408.694,565.362,M,10
410,0,고덕1동,27336.139,1470.884,M,10
411,0,고덕2동,21389.766,784.825,M,10
412,0,암사1동,32153.551,635.875,M,10
413,0,암사2동,14878.307,244.998,M,10
414,0,암사3동,13373.547,385.171,M,10
415,0,천호1동,36061.952,609.27,M,10
416,0,천호2동,43691.003,668.293,M,10
417,0,천호3동,30136.98,359.914,M,10
418,0,성내1동,22977.082,449.699,M,10
419,0,성내2동,25545.717,368.773,M,10
420,0,성내3동,29049.396,469.955,M,10
421,0,길동,62693.003,893.217,M,10
422,0,둔촌1동,32878.004,1119.935,M,10
423,0,둔촌2동,26250.536,617.405,M,10
424,1,청운효자동,14016.965,316.18,M,10
425,1,사직동,10955.835,102.875,M,10
426,1,삼청동,3912.345,55.549,M,10
427,1,부암동,12254.713,292.944,M,10
428,1,평창동,19254.139,464.524,M,10
429,1,무악동,6310.328,104.768,M,10
430,1,교남동,7777.894,122.967,M,10
431,1,가회동,3499.994,39.984,M,10
432,1,종로1·2·3·4가동,25609.237,136.277,M,10
433,1,종로5·6가동,7507.593,29.523,M,10
434,1,이화동,17232.493,135.527,M,10
435,1,혜화동,28481.76,335.485,M,10
436,1,창신1동,7585.99,44.439,M,10
437,1,창신2동,8430.792,100.191,M,10
438,1,창신3동,6448.063,93.733,M,10
439,1,숭인1동,7987.135,104.277,M,10
440,1,숭인2동,10789.579,92.963,M,10
441,1,소공동,5935.587,44.459,M,10
442,1,회현동,7577.234,82.042,M,10
443,1,명동,9556.576,125.941,M,10
444,1,필동,7696.156,83.839,M,10
445,1,장충동,7965.188,49.354,M,10
446,1,광희동,14667.116,80.91,M,10
447,1,을지로동,6723.12,87.185,M,10
448,1,신당동,21291.494,72.363,M,10
449,1,다산동,14188.623,195.684,M,10
450,1,약수동,13772.948,149.251,M,10
451,1,청구동,11430.489,162.845,M,10
452,1,신당5동,6154.409,80.369,M,10
453,1,동화동,12545.651,210.694,M,10
454,1,황학동,14073.839,141.086,M,10
455,1,중림동,7131.649,58.291,M,10
456,1,후암동,14494.765,339.955,M,10
457,1,용산2가동,11348.577,131.26,M,10
458,1,남영동,7617.517,57.755,M,10
459,1,청파동,21750.891,229.896,M,10
460,1,원효로1동,18766.82,226.307,M,10
461,1,원효로2동,16093.363,290.593,M,10
462,1,효창동,9667.194,160.994,M,10
463,1,용문동,9336.996,147.176,M,10
464,1,한강로동,32909.034,370.504,M,10
465,1,이촌1동,24263.743,707.455,M,10
466,1,이촌2동,6953.485,86.209,M,10
467,1,이태원1동,12545.959,75.165,M,10
468,1,이태원2동,11333.871,116.986,M,10
469,1,한남동,19687.655,249.863,M,10
470,1,서빙고동,12642.639,362.737,M,10
471,1,보광동,7571.046,110.341,M,10
472,1,왕십리2동,16554.213,235.651,M,10
473,1,왕십리도선동,30811.306,435.926,M,10
474,1,마장동,19723.609,239.115,M,10
475,1,사근동,20690.637,123.693,M,10
476,1,행당1동,24425.495,450.904,M,10
477,1,행당2동,21767.251,388.951,M,10
478,1,응봉동,12724.553,233.148,M,10
479,1,금호1가동,14213.558,347.177,M,10
480,1,금호2·3가동,22078.778,318.746,M,10
481,1,금호4가동,11073.444,177.822,M,10
482,1,옥수동,27142.229,498.789,M,10
483,1,성수1가1동,14118.333,198.881,M,10
484,1,성수1가2동,15293.108,205.52,M,10
485,1,성수2가1동,17484.655,205.801,M,10
486,1,성수2가3동,23725.887,247.769,M,10
487,1,송정동,10799.308,104.484,M,10
488,1,용답동,17123.466,158.544,M,10
489,1,화양동,37756.849,126.623,M,10
490,1,군자동,22888.908,237.934,M,10
491,1,중곡1동,15417.288,210.092,M,10
492,1,중곡2동,20510.973,301.971,M,10
493,1,중곡3동,15122.898,211.49,M,10
494,1,중곡4동,25861.811,366.731,M,10
495,1,능동,12259.244,145.526,M,10
496,1,광장동,35886.463,1488.602,M,10
497,1,자양1동,25567.956,358.616,M,10
498,1,자양2동,23897.48,437.883,M,10
499,1,자양3동,26193.489,486.105,M,10
500,1,자양4동,24841.138,217.865,M,10
501,1,구의1동,24411.113,323.364,M,10
502,1,구의2동,21269.722,410.012,M,10
503,1,구의3동,25167.035,551.672,M,10
504,1,용신동,37018.503,382.599,M,10
505,1,제기동,30367.134,326.259,M,10
506,1,전농1동,34410.149,577.743,M,10
507,1,전농2동,14629.561,306.439,M,10
508,1,답십리1동,25639.666,428.778,M,10
509,1,답십리2동,23321.0,443.212,M,10
510,1,장안1동,35428.91,545.6,M,10
511,1,장안2동,29234.472,698.632,M,10
512,1,청량리동,17656.579,193.613,M,10
513,1,회기동,17898.469,169.677,M,10
514,1,휘경1동,16150.87,126.559,M,10
515,1,휘경2동,20228.896,236.193,M,10
516,1,이문1동,28783.401,267.235,M,10
517,1,이문2동,14829.084,284.93,M,10
518,1,면목2동,21515.96,382.782,M,10
519,1,면목4동,16913.349,310.319,M,10
520,1,면목5동,12604.727,221.049,M,10
521,1,면목본동,30318.24,327.779,M,10
522,1,면목7동,17435.2,298.14,M,10
523,1,면목3·8동,20211.269,222.937,M,10
524,1,상봉1동,15827.651,318.964,M,10
525,1,상봉2동,24045.109,172.99,M,10
526,1,중화1동,18711.568,299.62,M,10
527,1,중화2동,25317.356,345.569,M,10
528,1,묵1동,27628.436,543.408,M,10
529,1,묵2동,19013.115,305.262,M,10
530,1,망우본동,41354.583,791.713,M,10
531,1,망우3동,12864.752,183.877,M,10
532,1,신내1동,35372.369,900.966,M,10
533,1,신내2동,16144.656,299.244,M,10
534,1,성북동,20836.401,365.425,M,10
535,1,삼선동,24337.138,361.76,M,10
536,1,동선동,22628.604,262.033,M,10
537,1,돈암1동,12102.84,223.468,M,10
538,1,돈암2동,17132.351,406.493,M,10
539,1,안암동,23331.458,147.63,M,10
540,1,보문동,16764.574,214.189,M,10
541,1,정릉1동,13617.347,344.318,M,10
542,1,정릉2동,21374.659,476.282,M,10
543,1,정릉3동,15538.195,146.92,M,10
544,1,정릉4동,20595.321,470.442,M,10
545,1,길음1동,40674.544,1461.379,M,10
546,1,길음2동,18992.814,515.609,M,10
547,1,종암동,42112.728,910.135,M,10
548,1,월곡1동,31628.437,913.166,M,10
549,1,월곡2동,21231.921,419.646,M,10
550,1,장위1동,22895.039,568.592,M,10
551,1,장위2동,14657.37,260.609,M,10
552,1,장위3동,10107.833,200.971,M,10
553,1,석관동,28660.76,457.047,M,10
554,1,삼양동,25927.84,541.116,M,10
555,1,미아동,21424.313,226.677,M,10
556,1,송중동,33509.445,580.306,M,10
557,1,송천동,22795.956,387.155,M,10
558,1,삼각산동,22801.585,768.917,M,10
559,1,번1동,17285.657,183.645,M,10
560,1,번2동,11985.353,205.849,M,10
561,1,번3동,15523.163,274.761,M,10
562,1,수유1동,17292.808,280.506,M,10
563,1,수유2동,17856.996,291.575,M,10
564,1,수유3동,24820.868,216.106,M,10
565,1,우이동,18683.956,327.469,M,10
566,1,인수동,29653.615,562.522,M,10
567,1,창1동,21101.839,406.931,M,10
568,1,창2동,38310.555,665.748,M,10
569,1,창3동,11148.904,233.6,M,10
570,1,창4동,29210.368,605.542,M,10
571,1,창5동,16246.848,250.889,M,10
572,1,도봉1동,17323.004,294.056,M,10
573,1,도봉2동,19451.563,336.329,M,10
574,1,쌍문1동,17207.006,327.192,M,10
575,1,쌍문2동,18051.121,277.186,M,10
576,1,쌍문3동,16266.076,228.389,M,10
577,1,쌍문4동,12169.953,347.928,M,10
578,1,방학1동,21424.904,342.693,M,10
579,1,방학2동,10855.572,211.497,M,10
580,1,방학3동,24956.287,768.374,M,10
581,1,월계1동,20007.687,330.787,M,10
582,1,월계2동,20743.605,308.068,M,10
583,1,월계3동,25970.228,532.295,M,10
584,1,공릉1동,40527.189,569.14,M,10
585,1,공릉2동,49261.354,1193.009,M,10
586,1,하계1동,25617.99,583.137,M,10
587,1,하계2동,16168.019,444.893,M,10
588,1,중계본동,18856.368,855.212,M,10
589,1,중계1동,28668.472,1466.265,M,10
590,1,중계4동,15566.82,363.106,M,10
591,1,중계2·3동,30296.998,603.172,M,10
592,1,상계1동,36387.118,670.835,M,10
593,1,상계2동,24794.049,520.167,M,10
594,1,상계3·4동,23319.995,484.736,M,10
595,1,상계5동,15894.115,272.386,M,10
596,1,상계6·7동,43139.403,841.956,M,10
597,1,상계8동,21395.962,479.036,M,10
598,1,상계9동,18538.217,452.868,M,10
599,1,상계10동,11446.218,192.922,M,10
600,1,녹번동,33762.785,468.14,M,10
601,1,불광1동,31144.22,579.344,M,10
602,1,불광2동,22761.806,338.921,M,10
603,1,갈현1동,16433.111,272.376,M,10
604,1,갈현2동,22757.782,394.662,M,10
605,1,구산동,29899.42,581.59,M,10
606,1,대조동,60134.083,1059.759,M,10
607,1,응암1동,24693.897,511.534,M,10
608,1,응암2동,17589.461,513.032,M,10
609,1,응암3동,25758.467,418.946,M,10
610,1,역촌동,43443.765,746.598,M,10
611,1,신사1동,25164.639,416.5,M,10
612,1,신사2동,16261.746,332.813,M,10
613,1,증산동,13690.949,198.307,M,10
614,1,수색동,16127.671,318.638,M,10
615,1,진관동,56172.107,1733.581,M,10
616,1,천연동,15120.612,286.014,M,10
617,1,북아현동,44823.294,698.598,M,10
618,1,충현동,28538.415,363.088,M,10
619,1,신촌동,43839.778,181.171,M,10
620,1,연희동,40546.53,574.232,M,10
621,1,홍제1동,26163.641,428.651,M,10
622,1,홍제3동,16487.46,204.078,M,10
623,1,홍제2동,11168.64,163.441,M,10
624,1,홍은1동,15572.683,290.654,M,10
625,1,홍은2동,24061.427,412.905,M,10
626,1,남가좌1동,8607.95,209.608,M,10
627,1,남가좌2동,22220.454,413.918,M,10
628,1,북가좌1동,15184.983,405.588,M,10
629,1,북가좌2동,30274.663,503.249,M,10
630,1,아현동,26257.372,370.424,M,10
